ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7587240,HS382142,6/27/2010 20:15,071XX S EUCLID AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,TRUE,TRUE,333,3,5,43,04B,1190279,1857958,2010,2/4/2016 6:33,41.76526542,-87.57812362,"(41.765265417, -87.578123621)"
7587241,HS390933,7/2/2010 17:10,080XX S BURNHAM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,422,4,7,46,14,1196234,1852197,2010,2/4/2016 6:33,41.74931127,-87.55648785,"(41.749311271, -87.556487851)"
7587243,HS390984,6/29/2010 10:00,017XX W THORNDALE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2012,20,40,77,7,1163593,1939035,2010,2/4/2016 6:33,41.98834897,-87.67365172,"(41.988348967, -87.673651718)"
7587244,HS391001,7/2/2010 19:00,029XX W 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,823,8,15,66,18,1157958,1862727,2010,2/4/2016 6:33,41.7790699,-87.69646073,"(41.779069904, -87.696460729)"
7587245,HS390620,7/2/2010 15:00,102XX S ABERDEEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2232,22,34,73,26,1170791,1837005,2010,2/4/2016 6:33,41.7082148,-87.65016235,"(41.708214803, -87.65016235)"
7587246,HS390664,6/26/2010 18:00,030XX N LOWELL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2523,25,31,20,7,1146789,1920032,2010,2/4/2016 6:33,41.93654182,-87.73594615,"(41.936541819, -87.73594615)"
7587247,HS390938,7/2/2010 18:15,103XX S LOWE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2232,22,34,49,18,1173795,1836423,2010,2/4/2016 6:33,41.70655178,-87.63917872,"(41.706551783, -87.639178722)"
7587248,HS390720,6/28/2010 17:15,049XX S WESTERN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,911,9,12,63,6,1161186,1872062,2010,2/4/2016 6:33,41.80462016,-87.68436817,"(41.80462016, -87.684368169)"
7587251,HS390969,7/2/2010 18:20,015XX W 100TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2213,22,21,72,08B,1168271,1838123,2010,2/4/2016 6:33,41.71133726,-87.65935871,"(41.711337263, -87.659358707)"
7587252,HS390852,7/2/2010 17:10,089XX S WINCHESTER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2221,22,21,71,08B,1165914,1845446,2010,2/4/2016 6:33,41.73148302,-87.66778329,"(41.731483023, -87.667783292)"
7587253,HS390980,6/1/2010 20:00,071XX S STONY ISLAND AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,FALSE,FALSE,324,3,5,43,6,1188161,1857813,2010,2/4/2016 6:33,41.76491829,-87.58589124,"(41.764918291, -87.585891235)"
7587256,HS390946,7/2/2010 16:30,064XX N SHERIDAN RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2432,24,49,1,6,1167090,1943103,2010,2/4/2016 6:33,41.99943701,-87.66067194,"(41.999437013, -87.660671936)"
7587257,HS390950,7/2/2010 17:45,005XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1834,18,42,8,6,1177337,1904039,2010,2/4/2016 6:33,41.8920174,-87.62416531,"(41.892017399, -87.624165306)"
7587258,HS391028,7/2/2010 19:25,027XX W PETERSON AVE,320,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,FALSE,FALSE,2413,24,50,2,3,1156769,1939748,2010,2/4/2016 6:33,41.99044696,-87.69873165,"(41.990446963, -87.698731649)"
7587260,HS309495,5/15/2010 16:00,062XX W DEVON AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1611,16,45,10,6,1133401,1942116,2010,2/4/2016 6:33,41.99738794,-87.78462964,"(41.99738794, -87.784629638)"
7587262,HS390951,7/1/2010 17:00,016XX W 21ST PL,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1222,12,25,31,5,1165654,1889803,2010,2/4/2016 6:33,41.85320958,-87.6674772,"(41.853209581, -87.667477198)"
7587263,HS390975,7/2/2010 19:01,063XX S ST LAWRENCE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,312,3,20,42,18,1181322,1863203,2010,2/4/2016 6:33,41.77986933,-87.61079187,"(41.779869327, -87.610791873)"
7587264,HS390472,7/2/2010 13:25,062XX N MOZART ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2413,24,50,2,14,1156207,1941315,2010,2/4/2016 6:33,41.99475829,-87.70075624,"(41.994758289, -87.700756237)"
7587265,HS390409,7/2/2010 0:10,059XX N WINTHROP AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,2433,24,48,77,26,1167780,1939836,2010,2/4/2016 6:33,41.9904574,-87.65822837,"(41.990457398, -87.658228373)"
7587266,HS381712,6/27/2010 15:00,032XX N OSCEOLA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,TRUE,1631,16,36,17,6,1125855,1920574,2010,2/4/2016 6:33,41.93840365,-87.81287047,"(41.938403651, -87.812870473)"
7587267,HS390771,7/2/2010 16:46,039XX W LEXINGTON ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1132,11,24,26,04B,1150246,1896408,2010,2/4/2016 6:33,41.87164843,-87.72385802,"(41.871648427, -87.723858015)"
7587268,HS390161,6/28/2010 12:00,0000X W MONROE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,FALSE,FALSE,123,1,42,32,11,1176289,1899922,2010,2/4/2016 6:33,41.88074383,-87.62813836,"(41.880743831, -87.62813836)"
7587269,HS390548,7/2/2010 14:00,018XX W BYRON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1923,19,47,5,6,1163412,1925929,2010,2/4/2016 6:33,41.95238939,-87.67468805,"(41.952389393, -87.674688049)"
7587270,HS390549,5/13/2010 14:30,006XX W 65TH ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,723,7,20,68,6,1172916,1861779,2010,2/4/2016 6:33,41.7761514,-87.64165127,"(41.776151397, -87.641651267)"
7587271,HS390586,6/25/2010 21:30,005XX W OHARE ST,810,THEFT,OVER $500,AIRPORT/AIRCRAFT,FALSE,FALSE,1654,16,41,76,6,1106851,1936729,2010,2/4/2016 6:33,41.98303063,-87.88240413,"(41.983030629, -87.882404127)"
7587272,HS389675,6/27/2010 14:30,032XX N ASHLAND AVE,890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,1924,19,44,6,6,1165075,1921756,2010,2/4/2016 6:33,41.94090324,-87.66869378,"(41.940903244, -87.668693783)"
7587273,HS390279,7/1/2010 23:00,025XX S CALIFORNIA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1033,10,12,30,6,1158107,1887103,2010,2/4/2016 6:33,41.84595774,-87.69525093,"(41.845957735, -87.695250934)"
7587274,HS389566,7/1/2010 20:00,025XX W MADISON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1332,12,2,28,6,1159456,1899930,2010,2/4/2016 6:33,41.8811287,-87.68994741,"(41.881128702, -87.689947408)"
7587275,HS390457,7/2/2010 13:30,014XX N LINDER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2532,25,37,25,26,1139412,1909067,2010,2/4/2016 6:33,41.90659052,-87.76332572,"(41.906590515, -87.763325716)"
7587276,HS340888,6/3/2010 9:45,005XX N GREEN ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1323,12,27,24,6,1170633,1903748,2010,2/4/2016 6:33,41.89136828,-87.64879449,"(41.891368284, -87.64879449)"
7587277,HS390993,7/2/2010 18:50,032XX W 62ND PL,460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,823,8,15,66,08B,1155922,1863009,2010,2/4/2016 6:33,41.77988489,-87.70391739,"(41.779884889, -87.703917393)"
7587278,HS390452,7/2/2010 13:30,032XX N SOUTHPORT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1924,19,32,6,6,1166401,1921434,2010,2/4/2016 6:33,41.93999135,-87.66382951,"(41.939991345, -87.663829507)"
7587279,HS390845,7/2/2010 17:15,028XX W AUGUSTA BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,1311,12,26,24,08B,1157349,1906529,2010,2/4/2016 6:33,41.89928005,-87.69750465,"(41.899280047, -87.69750465)"
7587280,HS389520,7/1/2010 20:55,028XX W THOMAS ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1311,12,26,24,6,1157332,1907192,2010,2/4/2016 6:33,41.90109972,-87.69754904,"(41.901099723, -87.697549044)"
7587282,HS385480,6/22/2010 21:00,082XX S COTTAGE GROVE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,FALSE,FALSE,631,6,6,44,11,1182989,1850634,2010,2/4/2016 6:33,41.74534014,-87.60507061,"(41.745340136, -87.605070606)"
7587283,HS391013,7/2/2010 18:48,005XX N KEDZIE AVE,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,TRUE,FALSE,1313,12,27,23,26,1154949,1903386,2010,2/4/2016 6:33,41.89070383,-87.70640419,"(41.890703831, -87.70640419)"
7587284,HS391016,7/2/2010 19:15,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,TRUE,FALSE,1114,11,28,26,11,1149512,1901446,2010,2/4/2016 6:33,41.88548754,-87.72642205,"(41.885487535, -87.726422045)"
7587285,HS391060,7/2/2010 1:00,031XX N NATCHEZ AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2511,25,36,19,14,1132536,1920072,2010,2/4/2016 6:33,41.93691218,-87.78832753,"(41.936912176, -87.788327534)"
7587286,HS391051,7/1/2010 13:30,049XX S PRINCETON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,935,9,3,37,6,1175121,1872233,2010,2/4/2016 6:33,41.80478931,-87.63325587,"(41.804789305, -87.633255867)"
7587287,HS391055,6/29/2010 22:00,015XX W FULTON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1333,12,27,28,7,1166281,1901955,2010,2/4/2016 6:33,41.88654232,-87.66482855,"(41.88654232, -87.664828551)"
7587289,HS389526,7/1/2010 11:00,028XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2333,19,44,6,14,1173090,1919134,2010,2/4/2016 6:33,41.93353408,-87.63931394,"(41.933534075, -87.639313944)"
7587290,HS390152,7/2/2010 14:30,073XX S YATES BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,334,3,7,43,7,1193476,1856857,2010,2/4/2016 6:33,41.76216657,-87.56644184,"(41.762166567, -87.566441838)"
7587294,HS391040,7/2/2010 19:20,038XX W DIVERSEY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2524,25,30,22,18,1150129,1918339,2010,2/4/2016 6:33,41.93183156,-87.7237154,"(41.931831562, -87.723715399)"
7587295,HS391024,7/2/2010 19:00,052XX W KINZIE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,TRUE,FALSE,1523,15,28,25,18,1141378,1902231,2010,2/4/2016 6:33,41.88779565,-87.75627262,"(41.887795647, -87.756272615)"
7587296,HS391043,7/2/2010 19:39,025XX E 79TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,421,4,7,43,08B,1194406,1853077,2010,2/4/2016 6:33,41.75177116,-87.56315737,"(41.751771156, -87.563157366)"
7587297,HS390995,7/2/2010 19:00,059XX N NAVARRE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1611,16,41,10,08B,1131715,1939114,2010,2/4/2016 6:33,41.98917967,-87.79090186,"(41.989179666, -87.790901855)"
7587298,HS391041,7/2/2010 19:15,095XX S JEFFERY AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,431,4,7,51,3,1191176,1842204,2010,2/4/2016 6:33,41.72201336,-87.57534453,"(41.722013357, -87.575344529)"
7587301,HS391034,7/2/2010 19:05,081XX S MERRILL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,414,4,8,46,08B,1191939,1851413,2010,2/4/2016 6:33,41.74726524,-87.57225155,"(41.747265241, -87.572251548)"
7587302,HS390669,7/2/2010 14:40,061XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1622,16,45,10,08B,1134408,1936844,2010,2/4/2016 6:33,41.98290336,-87.78105027,"(41.982903356, -87.781050274)"
7587303,HS391042,7/2/2010 19:25,059XX S ROCKWELL ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,824,8,16,66,08B,1160055,1865245,2010,2/4/2016 6:33,41.78593677,-87.68870367,"(41.785936769, -87.688703674)"
7587304,HS390789,6/21/2010 0:01,048XX W IRVING PARK RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,FALSE,TRUE,1634,16,45,15,26,1143334,1926153,2010,2/4/2016 6:33,41.95340377,-87.74849034,"(41.953403766, -87.748490338)"
7587305,HS391026,6/26/2010 22:00,064XX N HOYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2412,24,50,2,08B,1161130,1942834,2010,2/4/2016 6:33,41.99882526,-87.68260468,"(41.998825255, -87.68260468)"
7587306,HS391065,7/2/2010 19:30,017XX W DEVON AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2433,24,40,77,6,1163295,1942550,2010,2/4/2016 6:33,41.99800053,-87.67464835,"(41.998000526, -87.674648345)"
7587308,HS387672,6/30/2010 21:00,085XX S RACINE AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,613,6,21,71,04B,1169812,1848206,2010,2/4/2016 6:33,41.73897326,-87.65342354,"(41.738973255, -87.653423538)"
7587309,HS390996,7/2/2010 19:00,055XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,713,7,16,67,26,1166617,1867978,2010,2/4/2016 6:33,41.79329893,-87.66456619,"(41.79329893, -87.66456619)"
7587310,HS391050,7/2/2010 19:50,043XX W WRIGHTWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,2524,25,31,20,18,1146833,1916920,2010,2/4/2016 6:33,41.92800137,-87.73586414,"(41.928001366, -87.735864144)"
7587311,HS391009,7/2/2010 19:03,006XX E 92ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,633,6,6,44,08B,1182123,1844114,2010,2/4/2016 6:33,41.72746858,-87.60844497,"(41.727468578, -87.608444967)"
7587312,HS391104,7/2/2010 12:30,0000X E GRAND AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,1176796,1903917,2010,2/4/2016 6:33,41.89169488,-87.62615583,"(41.891694878, -87.626155832)"
7587313,HS391004,7/2/2010 13:00,095XX S WOODLAWN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,511,5,8,50,7,1185871,1842056,2010,2/4/2016 6:33,41.72173376,-87.5947803,"(41.721733763, -87.594780303)"
7587314,HS390944,7/2/2010 16:00,013XX W GRENSHAW ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,1231,12,2,28,26,1167578,1895130,2010,2/4/2016 6:33,41.86778617,-87.66026221,"(41.867786167, -87.660262211)"
7587315,HS391017,7/2/2010 19:00,015XX E 74TH ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,324,3,5,43,6,1187649,1856226,2010,2/4/2016 6:33,41.76057562,-87.58781825,"(41.760575615, -87.587818247)"
7587342,HS389322,6/30/2010 21:00,012XX N MENARD AVE,580,STALKING,SIMPLE,STREET,FALSE,FALSE,2531,25,29,25,08A,1137459,1907673,2010,2/4/2016 6:33,41.9028006,-87.77053357,"(41.902800598, -87.770533574)"
7587316,HS391031,7/2/2010 19:22,067XX S EAST END AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,332,3,5,43,08B,1188695,1860637,2010,2/4/2016 6:33,41.77265483,-87.58384381,"(41.772654834, -87.583843806)"
7587317,HS390577,6/30/2010 21:00,041XX W WEST END AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,1114,11,28,26,04B,1148669,1900649,2010,2/4/2016 6:33,41.8833168,-87.72953832,"(41.883316797, -87.72953832)"
7587318,HS347459,6/7/2010 15:35,014XX E 71ST ST,880,THEFT,PURSE-SNATCHING,CTA BUS,FALSE,FALSE,332,3,5,43,6,1186806,1858201,2010,2/4/2016 6:33,41.7660152,-87.59084535,"(41.766015201, -87.590845351)"
7587319,HS390935,7/2/2010 18:10,088XX S STONY ISLAND AVE,460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,TRUE,FALSE,412,4,8,48,08B,1188338,1846747,2010,2/4/2016 6:33,41.73454792,-87.58559497,"(41.734547924, -87.585594973)"
7587320,HS389082,7/1/2010 16:28,061XX S FAIRFIELD AVE,650,BURGLARY,HOME INVASION,APARTMENT,TRUE,FALSE,825,8,15,66,5,1159097,1863799,2010,2/4/2016 6:33,41.7819884,-87.69225572,"(41.781988399, -87.692255719)"
7587321,HS390824,7/2/2010 17:30,032XX S MORGAN ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,924,9,11,60,04B,1170181,1883071,2010,2/4/2016 6:33,41.83463885,-87.65105794,"(41.834638848, -87.65105794)"
7587322,HS391077,7/2/2010 19:50,034XX W EVERGREEN AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1422,14,26,23,24,1153094,1908767,2010,2/4/2016 6:33,41.9055068,-87.71307382,"(41.905506802, -87.713073822)"
7587324,HS390970,7/2/2010 18:07,031XX S LITUANICA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,924,9,11,60,18,1170821,1883927,2010,2/4/2016 6:33,41.83697382,-87.64868458,"(41.836973816, -87.648684581)"
7587325,HS391085,7/2/2010 19:50,052XX S TALMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,911,9,14,63,08B,1159593,1869823,2010,2/4/2016 6:33,41.79850891,-87.69027205,"(41.798508911, -87.690272046)"
7587326,HS390967,7/1/2010 19:00,048XX S PAULINA ST,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,931,9,20,61,6,1165828,1872556,2010,2/4/2016 6:33,41.80587831,-87.66732932,"(41.805878312, -87.667329315)"
7587328,HS390956,7/2/2010 12:05,008XX E 76TH ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,624,6,6,69,5,1183325,1854805,2010,2/4/2016 6:33,41.75677799,-87.60370985,"(41.756777987, -87.603709854)"
7587329,HS391116,7/2/2010 20:15,035XX W PALMER ST,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,1413,14,26,22,08A,1152317,1914392,2010,2/4/2016 6:33,41.92095769,-87.71577925,"(41.920957691, -87.715779245)"
7587331,HS391097,7/2/2010 19:15,042XX W IRVING PARK RD,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1731,17,38,16,08A,1147134,1926240,2010,2/4/2016 6:33,41.95357049,-87.73451883,"(41.953570492, -87.734518833)"
7587332,HS381678,6/26/2010 13:30,037XX N CLARK ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1923,19,44,6,6,1167819,1924979,2010,2/4/2016 6:33,41.94968847,-87.65851536,"(41.949688473, -87.65851536)"
7587333,HS391130,7/2/2010 20:30,035XX W LAWRENCE AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,1712,17,39,14,26,1151973,1931667,2010,2/4/2016 6:33,41.96836839,-87.71658649,"(41.968368389, -87.716586485)"
7587334,HS390721,7/2/2010 13:45,007XX N FRANKLIN ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1174189,1905462,2010,2/4/2016 6:33,41.89599301,-87.63568392,"(41.895993005, -87.635683921)"
7587335,HS391061,7/2/2010 9:30,061XX N KEATING AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1711,17,39,12,5,1143624,1940970,2010,2/4/2016 6:33,41.99405732,-87.74705149,"(41.99405732, -87.747051491)"
7587336,HS391044,7/2/2010 17:40,048XX W RICE ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1531,15,37,25,18,1143857,1905216,2010,2/4/2016 6:33,41.89594073,-87.74709392,"(41.895940726, -87.74709392)"
7587337,HS391110,7/2/2010 20:15,016XX N SPAULDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1422,14,26,23,18,1153895,1910603,2010,2/4/2016 6:33,41.91052902,-87.71008246,"(41.91052902, -87.71008246)"
7587340,HS391057,7/2/2010 19:25,037XX W GRENSHAW ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,ALLEY,TRUE,FALSE,1133,11,24,29,08B,1151654,1894783,2010,2/4/2016 6:33,41.86716169,-87.71873137,"(41.867161694, -87.718731366)"
7587341,HS391079,7/2/2010 16:00,105XX S WABASH AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,FALSE,FALSE,512,5,9,49,26,1178443,1834987,2010,2/4/2016 6:33,41.70250713,-87.62220142,"(41.702507126, -87.622201417)"
7587343,HS391139,7/2/2010 20:45,0000X E 59TH ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,233,2,20,40,18,1177858,1865918,2010,2/4/2016 6:33,41.78739873,-87.6234091,"(41.787398731, -87.623409095)"
7587344,HS391048,7/2/2010 18:05,009XX W MAXWELL ST,483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1232,12,25,28,04B,1170492,1894040,2010,2/4/2016 6:33,41.86473193,-87.64959634,"(41.864731929, -87.649596341)"
7587345,HS391064,7/2/2010 19:10,081XX S MERRILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,414,4,8,46,14,1191939,1851413,2010,2/4/2016 6:33,41.74726524,-87.57225155,"(41.747265241, -87.572251548)"
7587346,HS391153,7/2/2010 20:30,018XX W MONROE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,TRUE,TRUE,1211,12,2,28,08B,1164254,1899585,2010,2/4/2016 6:33,41.88008194,-87.67233922,"(41.880081938, -87.672339218)"
7587347,HS390514,7/2/2010 14:16,012XX N OAKLEY BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1424,14,1,24,14,1160851,1908133,2010,2/4/2016 6:33,41.90360961,-87.68459731,"(41.903609609, -87.684597311)"
7587348,HS381851,6/27/2010 3:00,054XX N SHERIDAN RD,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2023,20,48,77,6,1168658,1936265,2010,2/4/2016 6:33,41.98063946,-87.65510293,"(41.980639456, -87.65510293)"
7587349,HS390700,7/2/2010 8:57,0000X N BISHOP ST,2820,OTHER OFFENSE,TELEPHONE THREAT,CONSTRUCTION SITE,FALSE,FALSE,1211,12,27,28,26,1166600,1900303,2010,2/4/2016 6:33,41.88200228,-87.66370445,"(41.882002281, -87.663704446)"
7587351,HS390722,7/2/2010 16:00,017XX N DRAKE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1422,14,26,23,14,1152549,1911358,2010,2/4/2016 6:33,41.91262754,-87.71500719,"(41.91262754, -87.715007192)"
7587352,HS377512,6/25/2010 2:00,001XX N ABERDEEN ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1212,12,27,28,08B,1169123,1900974,2010,2/4/2016 6:33,41.88378916,-87.65442057,"(41.883789159, -87.654420572)"
7587355,HS391075,7/2/2010 19:20,018XX S TROY ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,TRUE,FALSE,1022,10,24,29,24,1155651,1890777,2010,2/4/2016 6:33,41.85608933,-87.70416552,"(41.856089331, -87.70416552)"
7587357,HS390454,7/2/2010 13:45,033XX W LE MOYNE ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,1422,14,26,23,04A,1153735,1909767,2010,2/4/2016 6:33,41.90823815,-87.71069254,"(41.90823815, -87.710692537)"
7587358,HS391100,7/2/2010 19:22,021XX W DIVISION ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,FALSE,1312,12,32,24,11,1161952,1907968,2010,2/4/2016 6:33,41.90313392,-87.6805577,"(41.903133917, -87.6805577)"
7587359,HS388488,7/1/2010 11:50,022XX N MILWAUKEE AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1431,14,1,22,6,1157482,1915009,2010,2/4/2016 6:33,41.92254715,-87.69678499,"(41.922547152, -87.696784988)"
7587360,HS391096,7/2/2010 19:45,027XX N RUTHERFORD AVE,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2512,25,36,18,08B,1130949,1917549,2010,2/4/2016 6:33,41.9300163,-87.7942184,"(41.930016302, -87.794218401)"
7587361,HS389926,7/2/2010 6:00,030XX N KIMBALL AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1412,14,35,21,08B,1153196,1919994,2010,2/4/2016 6:33,41.93631262,-87.71240053,"(41.936312618, -87.712400525)"
7587362,HS390757,7/2/2010 7:40,034XX W 76TH PL,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,835,8,18,70,5,1154858,1853789,2010,2/4/2016 6:33,41.75460508,-87.70806393,"(41.754605075, -87.708063929)"
7587363,HS391076,7/2/2010 12:00,073XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,334,3,7,43,14,1195222,1857346,2010,2/4/2016 6:33,41.76346553,-87.56002654,"(41.763465525, -87.560026543)"
